epoch = 167, train-loss = 0.00016565242782235146, eval_loss = 0.0003181990446909419
epoch = 168, train-loss = 0.00015125107951462268, eval_loss = 0.00029271053818036926
epoch = 169, train-loss = 0.0001589394360780716, eval_loss = 0.00030356438233042663
epoch = 170, train-loss = 0.00015961639583110808, eval_loss = 0.0003452632787092677
epoch = 171, train-loss = 0.00016160296276211737, eval_loss = 0.00030142958012391937
epoch = 172, train-loss = 0.00016142880544066428, eval_loss = 0.00035053818433914547
epoch = 173, train-loss = 0.0001474261377006769, eval_loss = 0.0002954383292850458
epoch = 174, train-loss = 0.00015565408393740653, eval_loss = 0.00030190824478302364
epoch = 175, train-loss = 0.00015972916036844254, eval_loss = 0.0002427846369034839
epoch = 176, train-loss = 0.00015706634148955346, eval_loss = 0.00029937996757480333
epoch = 177, train-loss = 0.00016302023082971574, eval_loss = 0.00028912313633932255
epoch = 178, train-loss = 0.00014929043129086495, eval_loss = 0.000285973403391973
epoch = 179, train-loss = 0.0001571795716881752, eval_loss = 0.0002792909354814943
epoch = 180, train-loss = 0.0001626032404601574, eval_loss = 0.00030349363695900394
epoch = 181, train-loss = 0.00013985741883516313, eval_loss = 0.0002714536802948646
epoch = 182, train-loss = 0.00015750451013445854, eval_loss = 0.00035961306179469485
epoch = 183, train-loss = 0.00015841979533433913, eval_loss = 0.0004048731951218731
epoch = 184, train-loss = 0.00015988586470484735, eval_loss = 0.00038312741045681934
epoch = 185, train-loss = 0.00015205145813524724, eval_loss = 0.00043131576253558105
epoch = 186, train-loss = 0.00015685150399804114, eval_loss = 0.00025830120902578784
epoch = 187, train-loss = 0.00014437772333621978, eval_loss = 0.0002760168621843716
epoch = 188, train-loss = 0.00014728456735610962, eval_loss = 0.0002953928877722542
epoch = 189, train-loss = 0.00015002138912677764, eval_loss = 0.00031175235954095733
epoch = 190, train-loss = 0.00014557364396750928, eval_loss = 0.00033224388113561664
epoch = 191, train-loss = 0.000152907595038414, eval_loss = 0.0003617568960729635
epoch = 192, train-loss = 0.00014608562923967838, eval_loss = 0.0003445421890267786
epoch = 193, train-loss = 0.00015711622312664987, eval_loss = 0.00047135504208645733
epoch = 194, train-loss = 0.00015047387219965458, eval_loss = 0.00036451171310442797
epoch = 195, train-loss = 0.00015621954575181007, eval_loss = 0.00024024964714387679
epoch = 196, train-loss = 0.00014535579830408097, eval_loss = 0.00024300349770851854
epoch = 197, train-loss = 0.00013782664202153684, eval_loss = 0.00038738773678833585
epoch = 198, train-loss = 0.00014517991803586483, eval_loss = 0.00047017191097421465
epoch = 199, train-loss = 0.0001377001404762268, eval_loss = 0.0002511387936911493
epoch = 200, train-loss = 0.000143372667953372, eval_loss = 0.0003849765602147804
epoch = 201, train-loss = 0.00014649578370153903, eval_loss = 0.00031231540553974655
epoch = 202, train-loss = 0.0001465651858597994, eval_loss = 0.00046237884967956905
epoch = 203, train-loss = 0.00014409750699996947, eval_loss = 0.0003635650324933934
epoch = 204, train-loss = 0.00012941491790115833, eval_loss = 0.00048390663457366655
epoch = 205, train-loss = 0.00014105763286352159, eval_loss = 0.00030459361678024507
epoch = 206, train-loss = 0.00014002514071762562, eval_loss = 0.00042077305041394146
epoch = 207, train-loss = 0.0001403004676103592, eval_loss = 0.00029699701183247116
epoch = 208, train-loss = 0.0001336978655308485, eval_loss = 0.0003538630762190189
epoch = 209, train-loss = 0.00015014675445854664, eval_loss = 0.0003701028818229459
epoch = 210, train-loss = 0.00014051972888410092, eval_loss = 0.0004679155096692859
epoch = 211, train-loss = 0.0001350206509232521, eval_loss = 0.00040036963544926556
epoch = 212, train-loss = 0.0001339486986398697, eval_loss = 0.0005819207092501083
epoch = 213, train-loss = 0.0001350418198853731, eval_loss = 0.0004708515304439473
epoch = 214, train-loss = 0.00012897726148366928, eval_loss = 0.0005113340141075962
epoch = 215, train-loss = 0.00013914537616074084, eval_loss = 0.0006372858330888568
epoch = 216, train-loss = 0.00012983129359781743, eval_loss = 0.00021569420284820053
epoch = 217, train-loss = 0.00011796973645687103, eval_loss = 0.00048631088773034653
epoch = 218, train-loss = 0.0001222650334239006, eval_loss = 0.0004901109298445144
epoch = 219, train-loss = 0.00014019954949617385, eval_loss = 0.0005036809323531277
epoch = 220, train-loss = 0.0001194041222333908, eval_loss = 0.00029540111152630933
epoch = 221, train-loss = 0.0001401301845908165, eval_loss = 0.0006793559581603644
epoch = 222, train-loss = 0.00012879230082035064, eval_loss = 0.000557735246026291
epoch = 223, train-loss = 0.0001274533476680517, eval_loss = 0.0004648571166227449
epoch = 224, train-loss = 0.0001253413036465645, eval_loss = 0.00037516692196423154
epoch = 225, train-loss = 0.00013205336406826973, eval_loss = 0.0003313874860979476
epoch = 226, train-loss = 0.00011913862079381942, eval_loss = 0.00037087380604923894
epoch = 227, train-loss = 0.00011681423522531986, eval_loss = 0.0003702336184258731
epoch = 228, train-loss = 0.00011533197946846486, eval_loss = 0.0002668497662218112
epoch = 229, train-loss = 0.0001252893451601267, eval_loss = 0.0002729620538511366
epoch = 230, train-loss = 0.00012762186117470264, eval_loss = 0.00040168554153082505
epoch = 231, train-loss = 0.00013399040326476098, eval_loss = 0.0001889162538748867
epoch = 232, train-loss = 0.00011207104660570621, eval_loss = 0.00025405481738864253
epoch = 233, train-loss = 0.00011159789748489857, eval_loss = 0.0005438817700125137
epoch = 234, train-loss = 0.00012872351333498955, eval_loss = 0.00024933218604551174
epoch = 235, train-loss = 0.00010622570291161537, eval_loss = 0.00039042690593116687
epoch = 236, train-loss = 0.00010726671665906906, eval_loss = 0.00038933813712506925
epoch = 237, train-loss = 0.00010825757868587971, eval_loss = 0.00031790021314935865
epoch = 238, train-loss = 0.0001171882264316082, eval_loss = 0.00041852757897017137
epoch = 239, train-loss = 0.0001034904457628727, eval_loss = 0.0003999767930440183
epoch = 240, train-loss = 0.00010762049816548825, eval_loss = 0.00040854619077916414
epoch = 241, train-loss = 0.00012580867856740952, eval_loss = 0.00021624414004244895
epoch = 242, train-loss = 0.00010676376521587372, eval_loss = 0.0002959814836394112
epoch = 243, train-loss = 0.00011388909071683883, eval_loss = 0.00024060040431202583
epoch = 244, train-loss = 0.00012039337307214736, eval_loss = 0.0002925738094831413
epoch = 245, train-loss = 0.00011721755377948284, eval_loss = 0.00020595286744383147
epoch = 246, train-loss = 9.805936366319657e-05, eval_loss = 0.00028943330190091764
epoch = 247, train-loss = 0.00010849361307919026, eval_loss = 0.00029077741124157637
epoch = 248, train-loss = 0.00010589257813990116, eval_loss = 0.00022179266121589913
epoch = 249, train-loss = 0.00010765793733298779, eval_loss = 0.0002357786661892567
epoch = 250, train-loss = 9.959686547517777e-05, eval_loss = 0.0002433529018231158
epoch = 251, train-loss = 9.350163862109184e-05, eval_loss = 0.0002300138497408831
epoch = 252, train-loss = 9.477236308157444e-05, eval_loss = 0.00019781869607713988
epoch = 253, train-loss = 0.00011152496561408043, eval_loss = 0.0002171395276233835
epoch = 254, train-loss = 8.918247185647487e-05, eval_loss = 0.00035618161255458617
epoch = 255, train-loss = 0.0001072325836867094, eval_loss = 0.0002207368752866421
epoch = 256, train-loss = 9.341858327388764e-05, eval_loss = 0.00026045755465637965
epoch = 257, train-loss = 0.00010794676840305329, eval_loss = 0.00022187753457505747
epoch = 258, train-loss = 9.212564677000046e-05, eval_loss = 0.00021126442852447617
epoch = 259, train-loss = 0.00010251808911561967, eval_loss = 0.00020158087026398138
epoch = 260, train-loss = 9.60848294198513e-05, eval_loss = 0.00023087876725871607
epoch = 261, train-loss = 8.819317445158958e-05, eval_loss = 0.00018989198120697488
epoch = 262, train-loss = 8.976218290627003e-05, eval_loss = 0.00031985901296138763
epoch = 263, train-loss = 8.819856680929661e-05, eval_loss = 0.00020172070922716608
epoch = 264, train-loss = 8.936990052461624e-05, eval_loss = 0.00020125025074999289
epoch = 265, train-loss = 9.16994083672762e-05, eval_loss = 0.00020163780394590126
epoch = 266, train-loss = 8.758019655942917e-05, eval_loss = 0.0001886634261540647
epoch = 267, train-loss = 9.893429465591907e-05, eval_loss = 0.00018838510128124704
epoch = 268, train-loss = 8.77523422241211e-05, eval_loss = 0.0001931209995780351
epoch = 269, train-loss = 8.591929450631142e-05, eval_loss = 0.00021107865602902647
epoch = 270, train-loss = 8.666017092764377e-05, eval_loss = 0.000252068780784337
epoch = 271, train-loss = 8.502128534018994e-05, eval_loss = 0.000213234562356517
epoch = 272, train-loss = 9.546841494739055e-05, eval_loss = 0.0002107995404106266
epoch = 273, train-loss = 8.456646464765072e-05, eval_loss = 0.00020234543338136854
epoch = 274, train-loss = 8.354165591299534e-05, eval_loss = 0.00019360927618899436
epoch = 275, train-loss = 9.043992497026921e-05, eval_loss = 0.00018375055899597564
epoch = 276, train-loss = 8.466320112347603e-05, eval_loss = 0.00018775145048802755
epoch = 277, train-loss = 8.978872559964657e-05, eval_loss = 0.0001949828715538079
epoch = 278, train-loss = 8.887717500329018e-05, eval_loss = 0.00020461641954925826
epoch = 279, train-loss = 8.55138897895813e-05, eval_loss = 0.00019414613972295006
epoch = 280, train-loss = 9.598928503692151e-05, eval_loss = 0.00019758335261974694
epoch = 281, train-loss = 9.789908304810524e-05, eval_loss = 0.0001986419676609759
epoch = 282, train-loss = 8.345465175807476e-05, eval_loss = 0.00019052617673603995
epoch = 283, train-loss = 8.416321128606796e-05, eval_loss = 0.00019245607040400774
epoch = 284, train-loss = 8.388851769268513e-05, eval_loss = 0.00020162091713468985
epoch = 285, train-loss = 8.610249496996403e-05, eval_loss = 0.0001923606186261717
epoch = 286, train-loss = 7.904193364083767e-05, eval_loss = 0.00019921060159521284
epoch = 287, train-loss = 8.10579303652048e-05, eval_loss = 0.0001811620094022661
epoch = 288, train-loss = 8.207752369344235e-05, eval_loss = 0.00018618695156754188
epoch = 289, train-loss = 7.729901000857353e-05, eval_loss = 0.00020051185252531519
epoch = 290, train-loss = 8.120672777295112e-05, eval_loss = 0.0001842839608214936
epoch = 291, train-loss = 7.740910165011883e-05, eval_loss = 0.00018756123224519333
epoch = 292, train-loss = 7.94567633420229e-05, eval_loss = 0.00018719683910878198
epoch = 293, train-loss = 7.7168894931674e-05, eval_loss = 0.00018968285535866358
epoch = 294, train-loss = 7.702173199504614e-05, eval_loss = 0.0001891742653723033
epoch = 295, train-loss = 7.809285074472427e-05, eval_loss = 0.00019080574922966507
epoch = 296, train-loss = 7.580214645713568e-05, eval_loss = 0.00018090884781108712
epoch = 297, train-loss = 7.52823892980814e-05, eval_loss = 0.00018623351769627265
epoch = 298, train-loss = 7.637610659003258e-05, eval_loss = 0.00017216176075755425
epoch = 299, train-loss = 7.47832888737321e-05, eval_loss = 0.00021398775630964423
epoch = 300, train-loss = 7.423935923725366e-05, eval_loss = 0.00020106801025147707
epoch = 301, train-loss = 7.908770814538002e-05, eval_loss = 0.0001915627211894629
epoch = 302, train-loss = 7.837519980967044e-05, eval_loss = 0.00019781584939304389
epoch = 303, train-loss = 7.322782184928655e-05, eval_loss = 0.0001897963361357743
epoch = 304, train-loss = 7.09302444010973e-05, eval_loss = 0.000184739166694992
epoch = 305, train-loss = 7.235927041620016e-05, eval_loss = 0.00018528137215465868
epoch = 306, train-loss = 7.198161445558071e-05, eval_loss = 0.0001833062654115119
epoch = 307, train-loss = 6.964413914829492e-05, eval_loss = 0.00021468180249322136
epoch = 308, train-loss = 7.38650094717741e-05, eval_loss = 0.00020226136833991645
epoch = 309, train-loss = 7.238986436277627e-05, eval_loss = 0.00019071843334526385
epoch = 310, train-loss = 7.050761487334967e-05, eval_loss = 0.00020155871181555513
epoch = 311, train-loss = 7.042275741696358e-05, eval_loss = 0.0001957701729997149
epoch = 312, train-loss = 6.58978708088398e-05, eval_loss = 0.0001803492283764875
epoch = 313, train-loss = 6.813130341470241e-05, eval_loss = 0.00018838930101889483
epoch = 314, train-loss = 6.762655917555093e-05, eval_loss = 0.0001811930242012132
epoch = 315, train-loss = 6.842774339020252e-05, eval_loss = 0.00018436117273456644
epoch = 316, train-loss = 7.09807500243187e-05, eval_loss = 0.00017057673759617896
epoch = 317, train-loss = 6.672512274235486e-05, eval_loss = 0.0002041240134891474
epoch = 318, train-loss = 6.88166031613946e-05, eval_loss = 0.00019268403356929994
epoch = 319, train-loss = 6.767012644559145e-05, eval_loss = 0.00021293968454284487
epoch = 320, train-loss = 6.491991691291332e-05, eval_loss = 0.0002017051930416305
epoch = 321, train-loss = 7.170894183218479e-05, eval_loss = 0.00017619683003088213
epoch = 322, train-loss = 6.191574968397617e-05, eval_loss = 0.00018391730088107992
epoch = 323, train-loss = 6.40182988718152e-05, eval_loss = 0.0001781156708328229
epoch = 324, train-loss = 6.594762206077576e-05, eval_loss = 0.00020192693567500924
epoch = 325, train-loss = 6.611447315663099e-05, eval_loss = 0.00020239539093004082
epoch = 326, train-loss = 6.68607372790575e-05, eval_loss = 0.00019097570681347038
epoch = 327, train-loss = 6.465854588896037e-05, eval_loss = 0.00019938741230739738
epoch = 328, train-loss = 6.740913260728121e-05, eval_loss = 0.00018703067710377136
epoch = 329, train-loss = 6.962746381759643e-05, eval_loss = 0.00019559492620657075
epoch = 330, train-loss = 6.534717045724392e-05, eval_loss = 0.00019402413646567543
epoch = 331, train-loss = 6.33996305987239e-05, eval_loss = 0.0001917129452779608
epoch = 332, train-loss = 6.352883763611317e-05, eval_loss = 0.0001844554823243393
epoch = 333, train-loss = 6.247158162295819e-05, eval_loss = 0.0001905219945705162
epoch = 334, train-loss = 6.537734996527434e-05, eval_loss = 0.00018398212444669794
epoch = 335, train-loss = 6.419975776225328e-05, eval_loss = 0.00018970004089598387
epoch = 336, train-loss = 6.439974531531334e-05, eval_loss = 0.00019135206656635932
epoch = 337, train-loss = 6.454700138419867e-05, eval_loss = 0.00018946079642705199
epoch = 338, train-loss = 6.374627351760864e-05, eval_loss = 0.00019098321011043945
epoch = 339, train-loss = 6.688869092613458e-05, eval_loss = 0.00018750127615793695
epoch = 340, train-loss = 6.245126947760581e-05, eval_loss = 0.00018700988928102097
epoch = 341, train-loss = 6.345672998577357e-05, eval_loss = 0.00018854402357114936
epoch = 342, train-loss = 6.326243747025728e-05, eval_loss = 0.00018786942972889487
epoch = 343, train-loss = 6.329245399683714e-05, eval_loss = 0.0001914332146352192
epoch = 344, train-loss = 6.3728759996593e-05, eval_loss = 0.0001890310525613011
epoch = 345, train-loss = 6.177533883601427e-05, eval_loss = 0.0001915834387237171
epoch = 346, train-loss = 6.181434262543917e-05, eval_loss = 0.00020226885406476148
epoch = 347, train-loss = 6.316563114523888e-05, eval_loss = 0.00019051631877444825
