x,y,angle
3.577042573,-3.492948679,-109.1582753
3.541934817,-3.528543862,-109.1682753
3.506472872,-3.563786195,-109.1782753
3.470660281,-3.598672151,-109.1882753
3.434500628,-3.633198243,-109.1982753
3.397997528,-3.667361019,-109.2082753
3.36115463,-3.701157061,-109.2182753
3.32397562,-3.734582991,-109.2282753
3.286464215,-3.767635466,-109.2382753
3.248624167,-3.80031118,-109.2482753
3.210459258,-3.832606866,-109.2582753
3.171973307,-3.864519295,-109.2682753
3.13317016,-3.896045275,-109.2782753
3.0940537,-3.927181654,-109.2882753
3.054627836,-3.957925317,-109.2982753
3.014896513,-3.988273192,-109.3082753
2.974863702,-4.018222243,-109.3182753
2.934533407,-4.047769474,-109.3282753
2.893909662,-4.076911933,-109.3382753
2.852996528,-4.105646703,-109.3482753
2.811798096,-4.133970912,-109.3582753
2.770318487,-4.161881728,-109.3682753
2.728561849,-4.189376358,-109.3782753
2.686532357,-4.216452055,-109.3882753
2.644234213,-4.24310611,-109.3982753
2.601671649,-4.269335858,-109.4082753
2.558848919,-4.295138676,-109.4182753
2.515770307,-4.320511983,-109.4282753
2.47244012,-4.345453243,-109.4382753
2.42886269,-4.369959962,-109.4482753
2.385042377,-4.394029688,-109.4582753
2.340983561,-4.417660014,-109.4682753
2.296690649,-4.440848578,-109.4782753
2.25216807,-4.463593062,-109.4882753
2.207420276,-4.485891189,-109.4982753
2.162451741,-4.507740731,-109.5082753
2.117266964,-4.529139503,-109.5182753
2.071870461,-4.550085365,-109.5282753
2.026266773,-4.570576222,-109.5382753
1.98046046,-4.590610025,-109.5482753
1.934456103,-4.610184771,-109.5582753
1.888258301,-4.629298502,-109.5682753
1.841871676,-4.647949307,-109.5782753
1.795300865,-4.666135322,-109.5882753
1.748550525,-4.683854726,-109.5982753
1.701625331,-4.701105749,-109.6082753
1.654529977,-4.717886666,-109.6182753
1.607269171,-4.734195797,-109.6282753
1.559847639,-4.750031513,-109.6382753
1.512270124,-4.76539223,-109.6482753
1.464541383,-4.780276412,-109.6582753
1.416666189,-4.79468257,-109.6682753
1.36864933,-4.808609263,-109.6782753
1.320495606,-4.8220551,-109.6882753
1.272209835,-4.835018735,-109.6982753
1.223796843,-4.847498872,-109.7082753
1.175261473,-4.859494264,-109.7182753
1.126608578,-4.87100371,-109.7282753
1.077843023,-4.88202606,-109.7382753
1.028969684,-4.892560211,-109.7482753
0.979993449,-4.902605111,-109.7582753
0.930919216,-4.912159754,-109.7682753
0.881751892,-4.921223185,-109.7782753
0.832496393,-4.929794498,-109.7882753
0.783157645,-4.937872835,-109.7982753
0.733740582,-4.945457389,-109.8082753
0.684250146,-4.952547402,-109.8182753
0.634691285,-4.959142164,-109.8282753
0.585068955,-4.965241016,-109.8382753
0.53538812,-4.970843348,-109.8482753
0.485653745,-4.9759486,-109.8582753
0.435870806,-4.980556261,-109.8682753
0.38604428,-4.984665871,-109.8782753
0.33617915,-4.988277018,-109.8882753
0.286280403,-4.991389342,-109.8982753
0.236353027,-4.994002531,-109.9082753
0.186402017,-4.996116324,-109.9182753
0.136432366,-4.997730509,-109.9282753
0.086449072,-4.998844926,-109.9382753
0.036457134,-4.999459462,-109.9482753
-0.014690882,-4.999598227,-109.9580949
-0.063524812,-4.999218369,-109.9682832
-0.113505747,-4.998332803,-109.978283
-0.163482788,-4.996947305,-109.9882829
-0.213443514,-4.995062119,-109.9982827
-0.26338288,-4.992677436,-110.0082826
-0.313295893,-4.989793494,-110.0182825
-0.363177561,-4.986410583,-110.0282823
-0.413022898,-4.982529039,-110.0382822
-0.462826918,-4.978149252,-110.0482821
-0.512584643,-4.973271659,-110.0582819
-0.562291095,-4.967896748,-110.0682818
-0.611941306,-4.962025057,-110.0782817
-0.661530311,-4.955657172,-110.0882816
-0.71105315,-4.948793732,-110.0982815
-0.760504872,-4.941435421,-110.1082813
-0.809880532,-4.933582977,-110.1182812
-0.859175192,-4.925237183,-110.1282811
-0.908383925,-4.916398875,-110.138281
-0.957501808,-4.907068937,-110.1482809
-1.006523931,-4.897248302,-110.1582808
-1.055445392,-4.886937951,-110.1682807
-1.104261299,-4.876138915,-110.1782806
-1.15296677,-4.864852276,-110.1882805
-1.201556935,-4.85307916,-110.1982804
-1.250026936,-4.840820746,-110.2082803
-1.298371925,-4.82807826,-110.2182802
-1.34658707,-4.814852975,-110.2282801
-1.394667547,-4.801146214,-110.23828
-1.44260855,-4.786959347,-110.2482799
-1.490405285,-4.772293795,-110.2582799
-1.538052972,-4.757151022,-110.2682798
-1.585546847,-4.741532543,-110.2782797
-1.63288216,-4.72543992,-110.2882796
-1.680054179,-4.708874763,-110.2982795
-1.727058186,-4.691838727,-110.3082794
-1.773889481,-4.674333517,-110.3182794
-1.820543381,-4.656360882,-110.3282793
-1.867015222,-4.63792262,-110.3382792
-1.913300356,-4.619020576,-110.3482791
-1.959394154,-4.599656638,-110.3582791
-2.005292009,-4.579832743,-110.368279
-2.050989329,-4.559550874,-110.3782789
-2.096481546,-4.538813058,-110.3882789
-2.141764111,-4.51762137,-110.3982788
-2.186832495,-4.495977929,-110.4082787
-2.231682192,-4.473884899,-110.4182787
-2.276308717,-4.451344489,-110.4282786
-2.320707608,-4.428358952,-110.4382785
-2.364874424,-4.404930589,-110.4482785
-2.40880475,-4.381061741,-110.4582784
-2.452494193,-4.356754795,-110.4682784
-2.495938383,-4.332012182,-110.4782783
-2.539132977,-4.306836376,-110.4882782
-2.582073655,-4.281229895,-110.4982782
-2.624756124,-4.255195299,-110.5082781
-2.667176115,-4.228735191,-110.5182781
-2.709329386,-4.201852218,-110.528278
-2.751211723,-4.174549068,-110.538278
-2.792818936,-4.14682847,-110.5482779
-2.834146867,-4.118693198,-110.5582779
-2.875191381,-4.090146064,-110.5682778
-2.915948375,-4.061189923,-110.5782778
-2.956413773,-4.031827671,-110.5882777
-2.996583529,-4.002062244,-110.5982777
-3.036453626,-3.971896617,-110.6082776
-3.076020076,-3.941333809,-110.6182776
-3.115278924,-3.910376875,-110.6282776
-3.154226244,-3.87902891,-110.6382775
-3.192858141,-3.847293049,-110.6482775
-3.231170752,-3.815172467,-110.6582774
-3.269160246,-3.782670374,-110.6682774
-3.306822825,-3.749790021,-110.6782774
-3.344154721,-3.716534696,-110.6882773
-3.381152202,-3.682907724,-110.6982773
-3.417811568,-3.648912469,-110.7082772
-3.454129153,-3.614552329,-110.7182772
-3.490101327,-3.57983074,-110.7282772
-3.525724491,-3.544751175,-110.7382771
-3.560995083,-3.509317141,-110.7482771
-3.595909577,-3.473532181,-110.7582771
-3.630464481,-3.437399875,-110.768277
-3.66465634,-3.400923835,-110.778277
-3.698481734,-3.364107709,-110.788277
-3.731937282,-3.326955178,-110.7982769
-3.765019637,-3.289469958,-110.8082769
-3.797725492,-3.251655797,-110.8182769
-3.830051577,-3.213516476,-110.8282768
-3.861994657,-3.175055809,-110.8382768
-3.89355154,-3.136277642,-110.8482768
-3.92471907,-3.097185853,-110.8582768
-3.95549413,-3.057784351,-110.8682767
-3.985873642,-3.018077076,-110.8782767
-4.01585457,-2.978067999,-110.8882767
-4.045433914,-2.937761121,-110.8982766
-4.074608717,-2.897160471,-110.9082766
-4.103376061,-2.856270111,-110.9182766
-4.13173307,-2.815094129,-110.9282766
-4.159676909,-2.773636642,-110.9382765
-4.187204782,-2.731901797,-110.9482765
-4.214313938,-2.689893766,-110.9582765
-4.241001664,-2.647616751,-110.9682765
-4.267265294,-2.605074979,-110.9782765
-4.2931022,-2.562272704,-110.9882764
-4.318509798,-2.519214207,-110.9982764
-4.343485548,-2.475903792,-111.0082764
-4.368026953,-2.432345792,-111.0182764
-4.392131558,-2.388544561,-111.0282763
-4.415796953,-2.34450448,-111.0382763
-4.439020772,-2.300229953,-111.0482763
-4.461800691,-2.255725407,-111.0582763
-4.484134434,-2.210995293,-111.0682763
-4.506019767,-2.166044083,-111.0782762
-4.527454501,-2.120876272,-111.0882762
-4.548436493,-2.075496378,-111.0982762
-4.568963645,-2.029908938,-111.1082762
-4.589033903,-1.984118511,-111.1182762
-4.608645263,-1.938129676,-111.1282762
-4.627795761,-1.891947031,-111.1382761
-4.646483483,-1.845575195,-111.1482761
-4.66470656,-1.799018804,-111.1582761
-4.682463171,-1.752282516,-111.1682761
-4.699751539,-1.705371002,-111.1782761
-4.716569935,-1.658288954,-111.1882761
-4.732916678,-1.611041081,-111.1982761
-4.748790134,-1.563632107,-111.208276
-4.764188714,-1.516066772,-111.218276
-4.77911088,-1.468349834,-111.228276
-4.793555138,-1.420486063,-111.238276
-4.807520044,-1.372480247,-111.248276
-4.821004203,-1.324337185,-111.258276
-4.834006265,-1.276061692,-111.268276
-4.846524931,-1.227658596,-111.2782759
-4.858558948,-1.179132736,-111.2882759
-4.870107113,-1.130488966,-111.2982759
-4.881168272,-1.081732149,-111.3082759
-4.891741318,-1.032867161,-111.3182759
-4.901825194,-0.983898888,-111.3282759
-4.911418892,-0.934832228,-111.3382759
-4.920521452,-0.885672087,-111.3482759
-4.929131964,-0.83642338,-111.3582758
-4.937249567,-0.787091034,-111.3682758
-4.944873449,-0.73767998,-111.3782758
-4.952002848,-0.688195159,-111.3882758
-4.958637052,-0.638641521,-111.3982758
-4.964775396,-0.589024021,-111.4082758
-4.970417266,-0.53934762,-111.4182758
-4.975562099,-0.489617286,-111.4282758
-4.980209381,-0.439837991,-111.4382758
-4.984358645,-0.390014714,-111.4482758
-4.988009479,-0.340152437,-111.4582757
-4.991161515,-0.290256146,-111.4682757
-4.99381444,-0.240330831,-111.4782757
-4.995967988,-0.190381484,-111.4882757
-4.997621943,-0.1404131,-111.4982757
-4.998776141,-0.090430675,-111.5082757
-4.999430465,-0.040439209,-111.5182757
-4.999584851,0.009556301,-111.5282757
-4.999239283,0.059550854,-111.5382757
-4.998393795,0.109539451,-111.5482757
-4.997048472,0.159517093,-111.5582757
-4.995203449,0.209478783,-111.5682757
-4.992858909,0.259419524,-111.5782756
-4.990015089,0.309334323,-111.5882756
-4.986672271,0.359218188,-111.5982756
-4.98283079,0.40906613,-111.6082756
-4.978491031,0.458873166,-111.6182756
-4.973653427,0.508634314,-111.6282756
-4.968318462,0.558344598,-111.6382756
-4.96248667,0.607999047,-111.6482756
-4.956158634,0.657592697,-111.6582756
-4.949334986,0.707120587,-111.6682756
-4.942016408,0.756577764,-111.6782756
-4.934203634,0.805959285,-111.6882756
-4.925897444,0.855260209,-111.6982756
-4.917098668,0.904475607,-111.7082756
-4.907808187,0.953600558,-111.7182756
-4.89802693,1.002630149,-111.7282756
-4.887755874,1.051559477,-111.7382755
-4.876996047,1.10038365,-111.7482755
-4.865748524,1.149097784,-111.7582755
-4.854014431,1.197697009,-111.7682755
-4.841794941,1.246176465,-111.7782755
-4.829091276,1.294531304,-111.7882755
-4.815904706,1.342756691,-111.7982755
-4.80223655,1.390847802,-111.8082755
-4.788088174,1.438799829,-111.8182755
-4.773460994,1.486607977,-111.8282755
-4.758356472,1.534267465,-111.8382755
-4.742776119,1.581773527,-111.8482755
-4.726721492,1.629121413,-111.8582755
-4.710194198,1.676306388,-111.8682755
-4.693195888,1.723323732,-111.8782755
-4.675728263,1.770168746,-111.8882755
-4.657793069,1.816836744,-111.8982755
-4.6393921,1.863323059,-111.9082755
-4.620527196,1.909623043,-111.9182755
-4.601200243,1.955732066,-111.9282755
-4.581413174,2.001645517,-111.9382755
-4.561167968,2.047358804,-111.9482755
-4.54046665,2.092867358,-111.9582754
-4.519311289,2.138166626,-111.9682754
-4.497704,2.183252079,-111.9782754
-4.475646946,2.228119208,-111.9882754
-4.45314233,2.272763526,-111.9982754
-4.430192404,2.31718057,-112.0082754
-4.406799464,2.361365898,-112.0182754
-4.382965847,2.405315091,-112.0282754
-4.358693937,2.449023754,-112.0382754
-4.333986162,2.492487516,-112.0482754
-4.308844992,2.535702032,-112.0582754
-4.283272941,2.578662979,-112.0682754
-4.257272567,2.621366061,-112.0782754
-4.23084647,2.663807009,-112.0882754
-4.203997291,2.705981579,-112.0982754
-4.176727717,2.747885552,-112.1082754
-4.149040473,2.789514739,-112.1182754
-4.120938329,2.830864976,-112.1282754
-4.092424095,2.871932129,-112.1382754
-4.063500623,2.912712091,-112.1482754
-4.034170803,2.953200784,-112.1582754
-4.004437571,2.99339416,-112.1682754
-3.974303898,3.033288198,-112.1782754
-3.943772798,3.07287891,-112.1882754
-3.912847324,3.112162336,-112.1982754
-3.88153057,3.151134549,-112.2082754
-3.849825665,3.18979165,-112.2182754
-3.817735782,3.228129775,-112.2282754
-3.785264128,3.266145089,-112.2382754
-3.752413951,3.303833792,-112.2482754
-3.719188536,3.341192113,-112.2582754
-3.685591206,3.378216319,-112.2682754
-3.651625319,3.414902705,-112.2782754
-3.617294274,3.451247603,-112.2882754
-3.582601502,3.48724738,-112.2982754
-3.547550473,3.522898435,-112.3082754
-3.512144692,3.558197203,-112.3182754
-3.4763877,3.593140153,-112.3282754
-3.440283073,3.627723793,-112.3382754
-3.40383442,3.661944663,-112.3482754
-3.367045386,3.695799342,-112.3582753
-3.329919651,3.729284444,-112.3682753
-3.292460927,3.76239662,-112.3782753
-3.25467296,3.79513256,-112.3882753
-3.216559528,3.82748899,-112.3982753
-3.178124444,3.859462674,-112.4082753
-3.139371549,3.891050414,-112.4182753
-3.100304721,3.922249053,-112.4282753
-3.060927864,3.95305547,-112.4382753
-3.021244918,3.983466585,-112.4482753
-2.981259849,4.013479356,-112.4582753
-2.940976657,4.043090783,-112.4682753
-2.900399371,4.072297904,-112.4782753
-2.859532047,4.101097799,-112.4882753
-2.818378772,4.129487587,-112.4982753
-2.776943661,4.15746443,-112.5082753
-2.735230859,4.185025529,-112.5182753
-2.693244537,4.21216813,-112.5282753
-2.650988892,4.238889517,-112.5382753
-2.60846815,4.265187019,-112.5482753
-2.565686564,4.291058006,-112.5582753
-2.522648412,4.31649989,-112.5682753
-2.479357997,4.341510128,-112.5782753
-2.435819649,4.366086218,-112.5882753
-2.39203772,4.390225704,-112.5982753
-2.34801659,4.41392617,-112.6082753
-2.303760661,4.437185248,-112.6182753
-2.259274357,4.460000611,-112.6282753
-2.214562128,4.482369977,-112.6382753
-2.169628445,4.50429111,-112.6482753
-2.124477801,4.525761818,-112.6582753
-2.07911471,4.546779953,-112.6682753
-2.033543711,4.567343414,-112.6782753
-1.987769358,4.587450145,-112.6882753
-1.941796231,4.607098134,-112.6982753
-1.895628925,4.626285417,-112.7082753
-1.849272059,4.645010076,-112.7182753
-1.802730267,4.663270237,-112.7282753
-1.756008203,4.681064076,-112.7382753
-1.70911054,4.698389811,-112.7482753
-1.662041968,4.715245712,-112.7582753
-1.614807193,4.731630092,-112.7682753
-1.567410938,4.747541313,-112.7782753
-1.519857944,4.762977784,-112.7882753
-1.472152966,4.777937961,-112.7982753
-1.424300773,4.792420348,-112.8082753
-1.376306152,4.806423497,-112.8182753
-1.328173901,4.819946008,-112.8282753
-1.279908834,4.832986528,-112.8382753
-1.231515778,4.845543754,-112.8482753
-1.18299957,4.857616429,-112.8582753
-1.134365064,4.869203347,-112.8682753
-1.085617123,4.880303348,-112.8782753
-1.036760621,4.890915323,-112.8882753
-0.987800443,4.901038211,-112.8982753
-0.938741487,4.910670999,-112.9082753
-0.889588657,4.919812724,-112.9182753
-0.840346869,4.928462471,-112.9282753
-0.791021047,4.936619377,-112.9382753
-0.741616124,4.944282625,-112.9482753
-0.69213704,4.951451449,-112.9582753
-0.642588743,4.958125131,-112.9682753
-0.592976188,4.964303005,-112.9782753
-0.543304335,4.969984454,-112.9882753
-0.493578153,4.975168907,-112.9982753
-0.443802613,4.979855848,-113.0082753
-0.393982693,4.984044808,-113.0182753
-0.344123376,4.987735368,-113.0282753
-0.294229646,4.990927158,-113.0382753
-0.244306494,4.993619859,-113.0482753
-0.194358912,4.995813203,-113.0582753
-0.144391893,4.997506969,-113.0682753
-0.094410436,4.998700989,-113.0782753
-0.044419538,4.999395143,-113.0882753
0.005575802,4.999589362,-113.0982753
0.055570584,4.999283626,-113.1082753
0.10555981,4.998477965,-113.1182753
0.155538479,4.997172462,-113.1282753
0.205501595,4.995367245,-113.1382753
0.25544416,4.993062495,-113.1482753
0.305361182,4.990258444,-113.1582753
0.355247667,4.98695537,-113.1682753
0.405098628,4.983153606,-113.1782753
0.454909079,4.97885353,-113.1882753
0.50467404,4.974055573,-113.1982753
0.554388534,4.968760215,-113.2082753
0.604047589,4.962967985,-113.2182753
0.65364624,4.956679462,-113.2282753
0.703179527,4.949895275,-113.2382753
0.752642497,4.942616103,-113.2482753
0.802030203,4.934842673,-113.2582753
0.851337706,4.926575764,-113.2682753
0.900560077,4.9178162,-113.2782753
0.949692392,4.90856486,-113.2882753
0.998729738,4.898822667,-113.2982753
1.047667213,4.888590596,-113.3082753
1.096499922,4.877869669,-113.3182753
1.145222981,4.86666096,-113.3282753
1.193831519,4.854965589,-113.3382753
1.242320675,4.842784726,-113.3482753
1.2906856,4.830119588,-113.3582753
1.338921457,4.816971442,-113.3682753
1.387023424,4.803341603,-113.3782753
1.434986689,4.789231434,-113.3882753
1.482806456,4.774642345,-113.3982753
1.530477944,4.759575797,-113.4082753
1.577996386,4.744033295,-113.4182753
1.625357029,4.728016393,-113.4282753
1.672555138,4.711526694,-113.4382753
1.719585993,4.694565846,-113.4482753
1.766444891,4.677135545,-113.4582753
1.813127145,4.659237535,-113.4682753
1.859628088,4.640873605,-113.4782753
1.90594307,4.622045591,-113.4882753
1.95206746,4.602755377,-113.4982753
1.997996644,4.583004891,-113.5082753
2.04372603,4.562796109,-113.5182753
2.089251045,4.54213105,-113.5282753
2.134567137,4.521011783,-113.5382753
2.179669774,4.499440417,-113.5482753
2.224554446,4.477419112,-113.5582753
2.269216664,4.454950069,-113.5682753
2.313651962,4.432035534,-113.5782753
2.357855897,4.408677799,-113.5882753
2.401824049,4.3848792,-113.5982753
2.44555202,4.360642117,-113.6082753
2.489035437,4.335968974,-113.6182753
2.532269954,4.310862237,-113.6282753
2.575251245,4.285324417,-113.6382753
2.617975013,4.259358069,-113.6482753
2.660436987,4.232965788,-113.6582753
2.702632918,4.206150215,-113.6682753
2.744558589,4.17891403,-113.6782753
2.786209806,4.151259957,-113.6882753
2.827582404,4.123190761,-113.6982753
2.868672246,4.09470925,-113.7082753
2.909475224,4.065818271,-113.7182753
2.949987256,4.036520714,-113.7282753
2.990204293,4.006819508,-113.7382753
3.030122311,3.976717624,-113.7482753
3.069737319,3.946218071,-113.7582753
3.109045357,3.9153239,-113.7682753
3.148042492,3.884038199,-113.7782753
3.186724826,3.852364098,-113.7882753
3.22508849,3.820304764,-113.7982753
3.263129647,3.787863403,-113.8082753
3.300844495,3.755043258,-113.8182753
3.338229261,3.721847612,-113.8282753
3.375280206,3.688279785,-113.8382753
3.411993627,3.654343132,-113.8482753
3.448365851,3.620041049,-113.8582753
3.484393241,3.585376964,-113.8682753
3.520072195,3.550354344,-113.8782753
3.555399144,3.514976692,-113.8882753
3.590370557,3.479247546,-113.8982753
3.624982935,3.443170477,-113.9082753
3.659232818,3.406749095,-113.9182753
3.693116781,3.36998704,-113.9282753
3.726631435,3.332887989,-113.9382753
3.75977343,3.295455653,-113.9482753
3.79253945,3.257693773,-113.9582753
3.824926219,3.219606127,-113.9682753
3.856930499,3.181196523,-113.9782753
3.888549089,3.142468802,-113.9882753
3.919778827,3.103426837,-113.9982753
3.950616591,3.064074532,-114.0082753
3.981059296,3.024415822,-114.0182753
4.011103899,2.984454672,-114.0282753
4.040747394,2.94419508,-114.0382753
4.069986819,2.903641071,-114.0482753
4.098819248,2.8627967,-114.0582753
4.127241798,2.821666052,-114.0682753
4.155251628,2.780253239,-114.0782753
4.182845936,2.738562404,-114.0882753
4.210021963,2.696597714,-114.0982753
4.236776991,2.654363367,-114.1082753
4.263108345,2.611863586,-114.1182753
4.289013392,2.569102621,-114.1282753
4.314489541,2.526084747,-114.1382753
4.339534245,2.482814268,-114.1482753
4.364144998,2.439295509,-114.1582753
4.388319341,2.395532822,-114.1682753
4.412054856,2.351530584,-114.1782753
4.435349169,2.307293195,-114.1882753
4.458199951,2.262825079,-114.1982753
4.480604916,2.218130682,-114.2082753
4.502561825,2.173214474,-114.2182753
4.524068481,2.128080946,-114.2282753
4.545122734,2.082734612,-114.2382753
4.565722479,2.037180006,-114.2482753
4.585865655,1.991421684,-114.2582753
4.605550248,1.945464221,-114.2682753
4.62477429,1.899312214,-114.2782753
4.643535859,1.852970277,-114.2882753
4.661833078,1.806443044,-114.2982753
4.679664118,1.759735169,-114.3082753
4.697027195,1.712851321,-114.3182753
4.713920573,1.66579619,-114.3282753
4.730342563,1.618574481,-114.3382753
4.746291523,1.571190915,-114.3482753
4.761765857,1.523650232,-114.3582753
4.776764019,1.475957185,-114.3682753
4.791284509,1.428116544,-114.3782753
4.805325874,1.380133092,-114.3882753
4.81888671,1.332011628,-114.3982753
4.831965662,1.283756964,-114.4082753
4.844561421,1.235373925,-114.4182753
4.856672729,1.18686735,-114.4282753
4.868298373,1.138242089,-114.4382753
4.879437191,1.089503005,-114.4482753
4.890088069,1.040654972,-114.4582753
4.900249943,0.991702874,-114.4682753
4.909921796,0.942651606,-114.4782753
4.919102661,0.893506074,-114.4882753
4.927791619,0.844271192,-114.4982753
4.935987803,0.794951884,-114.5082753
4.943690392,0.745553081,-114.5182753
4.950898616,0.696079724,-114.5282753
4.957611754,0.646536759,-114.5382753
4.963829135,0.596929141,-114.5482753
4.969550138,0.547261831,-114.5582753
4.974774189,0.497539795,-114.5682753
4.979500768,0.447768005,-114.5782753
4.9837294,0.397951439,-114.5882753
4.987459664,0.348095078,-114.5982753
4.990691185,0.298203908,-114.6082753
4.993423642,0.248282918,-114.6182753
4.995656761,0.1983371,-114.6282753
4.997390318,0.148371448,-114.6382753
4.99862414,0.098390959,-114.6482753
4.999358104,0.048400631,-114.6582753
4.999592136,-0.001594536,-114.6682753
4.999326214,-0.051589545,-114.6782753
4.998560363,-0.101579394,-114.6882753
4.99729466,-0.151559086,-114.6982753
4.995529231,-0.201523622,-114.7082753
4.993264254,-0.251468006,-114.7182753
4.990499955,-0.301387243,-114.7282753
4.98723661,-0.351276341,-114.7382753
4.983474545,-0.401130313,-114.7482753
4.979214137,-0.450944171,-114.7582753
4.974455812,-0.500712936,-114.7682753
4.969200045,-0.550431629,-114.7782753
4.963447362,-0.60009528,-114.7882753
4.957198339,-0.649698922,-114.7982753
4.9504536,-0.699237595,-114.8082753
4.94321382,-0.748706344,-114.8182753
4.935479723,-0.798100223,-114.8282753
4.927252082,-0.847414293,-114.8382753
4.918531719,-0.896643623,-114.8482753
4.909319508,-0.945783288,-114.8582753
4.899616369,-0.994828376,-114.8682753
4.889423272,-1.043773982,-114.8782753
4.878741237,-1.092615212,-114.8882753
4.867571332,-1.141347181,-114.8982753
4.855914674,-1.189965016,-114.9082753
4.843772428,-1.238463856,-114.9182753
4.831145809,-1.28683885,-114.9282753
4.81803608,-1.335085162,-114.9382753
4.804444551,-1.383197966,-114.9482753
4.790372582,-1.431172451,-114.9582753
4.775821579,-1.479003821,-114.9682753
4.760792998,-1.526687291,-114.9782753
4.745288342,-1.574218094,-114.9882753
4.729309161,-1.621591476,-114.9982753
4.712857053,-1.668802701,-115.0082753
4.695933663,-1.715847046,-115.0182753
4.678540684,-1.762719809,-115.0282753
4.660679854,-1.8094163,-115.0382753
4.642352961,-1.855931852,-115.0482753
4.623561836,-1.902261812,-115.0582753
4.604308358,-1.948401548,-115.0682753
4.584594454,-1.994346445,-115.0782753
4.564422094,-2.040091909,-115.0882753
4.543793296,-2.085633365,-115.0982753
4.522710122,-2.13096626,-115.1082753
4.501174681,-2.17608606,-115.1182753
4.479189126,-2.220988253,-115.1282753
4.456755656,-2.265668349,-115.1382753
4.433876514,-2.310121881,-115.1482753
4.410553988,-2.354344402,-115.1582753
4.386790411,-2.39833149,-115.1682753
4.362588158,-2.442078748,-115.1782753
4.33794965,-2.485581799,-115.1882753
4.312877351,-2.528836295,-115.1982753
4.287373767,-2.571837909,-115.2082753
4.26144145,-2.614582341,-115.2182753
4.235082992,-2.657065317,-115.2282753
4.208301029,-2.699282589,-115.2382753
4.181098239,-2.741229935,-115.2482753
4.153477344,-2.78290316,-115.2582753
4.125441104,-2.824298097,-115.2682753
4.096992323,-2.865410607,-115.2782753
4.068133847,-2.906236578,-115.2882753
4.03886856,-2.946771928,-115.2982753
4.00919939,-2.987012603,-115.3082753
3.979129304,-3.026954579,-115.3182753
3.948661308,-3.066593863,-115.3282753
3.917798449,-3.105926489,-115.3382753
3.886543813,-3.144948526,-115.3482753
3.854900527,-3.18365607,-115.3582753
3.822871753,-3.222045251,-115.3682753
3.790460695,-3.260112231,-115.3782753
3.757670595,-3.297853202,-115.3882753
3.724504731,-3.33526439,-115.3982753
3.690966419,-3.372342055,-115.4082753
3.657059014,-3.409082488,-115.4182753
3.622785905,-3.445482016,-115.4282753
3.588150522,-3.481536999,-115.4382753
3.553156326,-3.51724383,-115.4482753
3.517806817,-3.552598941,-115.4582753
3.482105531,-3.587598794,-115.4682753
3.446056037,-3.622239891,-115.4782753
3.409661941,-3.656518766,-115.4882753
3.372926881,-3.690431993,-115.4982753
3.335854531,-3.72397618,-115.5082753
3.298448599,-3.757147972,-115.5182753
3.260712824,-3.789944052,-115.5282753
3.222650981,-3.822361141,-115.5382753
3.184266875,-3.854395997,-115.5482753
3.145564346,-3.886045417,-115.5582753
3.106547262,-3.917306236,-115.5682753
3.067219527,-3.948175327,-115.5782753
3.027585072,-3.978649604,-115.5882753
2.987647861,-4.008726019,-115.5982753
2.947411888,-4.038401565,-115.6082753
2.906881176,-4.067673274,-115.6182753
2.866059778,-4.09653822,-115.6282753
2.824951777,-4.124993515,-115.6382753
2.783561283,-4.153036314,-115.6482753
2.741892435,-4.180663812,-115.6582753
2.6999494,-4.207873248,-115.6682753
2.657736372,-4.2346619,-115.6782753
2.615257573,-4.26102709,-115.6882753
2.572517251,-4.28696618,-115.6982753
2.529519679,-4.312476577,-115.7082753
2.486269157,-4.337555731,-115.7182753
2.44277001,-4.362201132,-115.7282753
2.399026588,-4.386410316,-115.7382753
2.355043266,-4.410180864,-115.7482753
2.310824441,-4.433510397,-115.7582753
2.266374536,-4.456396582,-115.7682753
2.221697995,-4.478837132,-115.7782753
2.176799286,-4.500829802,-115.7882753
2.131682899,-4.522372392,-115.7982753
2.086353345,-4.543462749,-115.8082753
2.040815158,-4.564098764,-115.8182753
1.995072891,-4.584278372,-115.8282753
1.949131119,-4.603999556,-115.8382753
1.902994435,-4.623260345,-115.8482753
1.856667453,-4.642058811,-115.8582753
1.810154806,-4.660393075,-115.8682753
1.763461145,-4.678261303,-115.8782753
1.716591139,-4.69566171,-115.8882753
1.669549476,-4.712592554,-115.8982753
1.622340859,-4.729052143,-115.9082753
1.57497001,-4.74503883,-115.9182753
1.527441664,-4.760551018,-115.9282753
1.479760576,-4.775587155,-115.9382753
1.431931513,-4.790145736,-115.9482753
1.383959258,-4.804225307,-115.9582753
1.335848608,-4.81782446,-115.9682753
1.287604375,-4.830941834,-115.9782753
1.239231382,-4.843576118,-115.9882753
1.190734467,-4.855726049,-115.9982753
1.142118479,-4.867390411,-116.0082753
1.093388281,-4.878568038,-116.0182753
1.044548745,-4.889257812,-116.0282753
0.995604755,-4.899458664,-116.0382753
0.946561205,-4.909169575,-116.0482753
0.897422999,-4.918389573,-116.0582753
0.848195053,-4.927117736,-116.0682753
0.798882287,-4.935353191,-116.0782753
0.749489634,-4.943095115,-116.0882753
0.700022032,-4.950342734,-116.0982753
0.650484429,-4.957095323,-116.1082753
0.600881778,-4.963352206,-116.1182753
0.55121904,-4.969112758,-116.1282753
0.50150118,-4.974376403,-116.1382753
0.45173317,-4.979142614,-116.1482753
